data,Hate_speech,length,laughs,bad_words,misspell
"['amo', 'perdid', 'agor', 'rt', '@', 'quasegay', 'graç', 'ter', '5846844360681615', 'folow', 'tweet', 'merd']",0,128,0,1,1
"['@', 'aninhaebc', 'dá', 'vontad', 'faz', 'coment', 'desafor', 'pra', 'menin', 'ach', 'vou', 'faz']",0,123,0,0,1
"['@', 'quasegay', 'verdad', 'gost', 'pouq', 'inter']",0,69,0,0,1
"['prez', '@', 'pimentinha17', '2', 'pesso', 'us', 'comput', 'pod', 'acontec', 'post', 'twitc', 'c', 'perfil', 'err', '@', 'marlenebicalh']",0,140,0,0,1
"['@', 'pimentinha17', 'cert', 'acontec', '@', 'marlenebicalh', 'post', 'comentari', 'c', 'id', '@', 'angelicamorang']",0,138,0,0,1
"['@', 'pimentinha17', 'pouc', 'conheç', 'daqu', 'b', 'fiz', 'ter', 'cert', '@', 'angelicamorang', 'jamal', 'ment', 'aqu', '@', 'marlenebicalh']",0,138,0,0,0
"['@', 'pimentinha17', 'ent', 'reflit', 'comentnt', 'friend', 'esotu', 'justific', 'defend', 'pq', 'fam', 'far', 'qq', 'pso', 'abç']",0,134,0,0,4
"['sab', 'descobr', 'pesso', 'acrós', 'adivinh']",0,76,7,0,2
"['tant', 'med', 'avi', 'pass', 'lá', 'cim', 'coraçã', 'aceler', 'af']",0,85,0,0,0
"['car', 'sonh', '#', 'cocolatrasumidamodeon']",0,79,0,0,0
"['@', 'aninhaebc', 'gal', 'gis', 'ahhh', 'conv', '#', 'saudadedepernambuc']",0,84,4,0,2
"['#', 'atoron', 'rt', '@', 'marcoluqu', 'bem', 'pod', 'mesclarum', 'bel', 'espanhol', 'lind', 'holand']",1,100,6,0,2
"['olá', 'gat', 'gat', '@', 'jujubal', '@', 'aninhaebc', '@', 'taisrenat', '@', 'quasegay', '@', 'agdabrit', '@', 'chrismoranguet', '@', 'zoiul', '@', 'dra', '@', 'marlenebicalh']",0,137,6,0,1
"['@', 'jujubal', 'baum', 'hein', 'cois', 'gost', 'and', 'reflex', 'enm', 'paz', 'tb', 'mto', 'bom']",0,101,0,0,3
"['@', 'juhsavignon', 'sei', 'pass', '#', 'forç']",0,52,0,0,0
"['@', 'juhsavignon', 'fic', 'deu', 'luz', 'paz']",0,38,0,0,0
"['@', 'jujubal', 'ah', 'conviv', 'apen', 'comig', 'fd', 'precis', 'diss', 'pens', 'mta', 'cois', 'trabalh', 'mei', 'diss', 'rs']",0,129,0,0,3
"['@', 'angelicamorang', 'ixi', 'nêg', 'tá', 'samp', 'aqu', 'tá', 'dia', 'lind', 'sei', 'tô', 'faz', 'cas', 'acompanh', 'colic', 'dan']",0,136,0,0,4
"['@', 'coisasdelouc', 'vim', 'par', 'ness', 'cidad', 'p', 'forç', 'circunst', 'aprend', 'm', 'vir', 'so', 'mud', 'post', 'p', 't', 'agrad']",0,140,0,0,0
"['vam', 'faz', 'corr', 'twitt', 'vem', 'pro', '160', 'caract', 'ader', '#', 'twiter160caract']",0,95,0,0,0
"['@', 'quasegay', 'gat', 'tav', 'sent', 'falt']",0,59,0,0,0
"['vou', 'pro', 'céu', '#', 'fat']",0,22,0,0,0
"['ach', 'morang', 'céu', 'so', 'pra', '@', 'angelicamorang', '@', 'biaibeliev', 'tô', 'samp', 'aqu', 'n', 'b', 'vist', 'tá', 'nubladim', 'mei', 'fri']",0,140,4,0,3
"['@', 'biaibeliev', 'pq', 'tatuapé', 'tav', 'sol', 'aclim', 'sol', 'bel', 'vist', 'tav', 'nubl', 'eêe', '@', 'angelicamorag']",0,125,9,0,5
"['@', 'agdabrit', 'ow', 'am', 'ja', 'cheg']",0,41,0,0,0
"['k', 'rt', '@', 'hugogl', 'mamy', 'glos', 'mand', 'msg', 'pro', 'torpeda', '#', 'ondefoiqeu']",0,83,16,0,3
"['@', 'marlenebicalh', 'vi', 'dm', 'pso', 'tud', 'certim']",0,44,0,0,3
"['@', 'agdabrit', 'quer', 'sab', 'tud', 'dia']",0,49,0,0,0
"['@', 'marlenebicalh', 'magin', 'rs', 'dia', 'tão', 'tot', 'hj', 'sp', 'fiq', 'cas', 'trab', 'ont', '10', 'noit', 'af', 'rs', 'madry']",0,121,0,0,8
"['@', 'marlenebicalh', 'furt', 'pen', 'graç', 'cheir']",0,79,4,0,1
"['am', 'pra', 'gost', 'boa', 'leit', 'pra', 'gost', '#', 'superind', '@', 'melainerib']",0,137,0,0,0
"['lind', '@', 'sabrinasatore', 'ajud', 'divulg', 'prim', 'livr', '@', 'melainerib', 'escri', 'music']",0,138,0,0,0
"['amor', '@', 'juhsavignon', 'ajud', 'divulg', 'prim', 'livr', '@', 'melainerib', 'escri', 'music']",0,133,0,0,0
"['@', 'renatu', 'amor', 'ajud', 'divulg', 'prim', 'livr', '@', 'melainerib', 'escri', 'music']",0,131,0,0,0
"['@', 'joaohamu', 'lind', 'revis', 'lid', 'pud']",0,66,0,0,1
"['@', 'papertomaz', 'tme', 'gent', 'faz', 'tatto', 'pra', 'filh', 'ajud', 'ne', 'pass']",0,93,0,0,1
"['@', 'marlenebicalh', 'oi', 'madry', 'dá', 'fuç', 'lá', 'prim', 'livr', 'amig', '@', 'melainerib', 'revis']",0,138,0,0,3
"['@', 'marlenebicalh', 'vc', 'gent', 'car', 'brig', 'lind', 'desastr', 's2']",0,76,4,0,3
"['@', 'aninhaebc', 'mig', 'dá', 'fuç', 'lá', 'prim', 'livr', 'amig', '@', 'melainerib', 'revis']",0,129,0,0,3
"['@', 'frasesdema', 'dá', 'fuç', 'lá', 'mãe', 'prim', 'livr', 'amig', '@', 'melainerib', 'revis']",0,129,0,0,2
"['@', 'fcmorang', 'dá', 'fuç', 'lá', 'prim', 'livr', 'amig', '@', 'melainerib', 'revis']",0,122,0,0,2
"['@', 'thaisbz', 'oi', 'bonit', 'dá', 'fuç', 'lá', 'prim', 'livr', 'amig', '@', 'melainerib', 'revis']",0,132,0,0,2
"['@', 'coisasdelouc', 'gtd', 'fuç', 'lá', 'prim', 'livr', 'amig', '@', 'melainerib', 'revis']",0,128,0,0,3
"['@', 'melainerib', 'naoe', 'pq', 'alt', 'ego', 'tb', 'ama', 'amig', 'ness', 'vid', 'rs']",0,72,0,0,2
"['preguiç', 'ir', 'dorm']",0,24,0,0,0
"['ador', 'fras', 'viv', 'louc', 'norm', 'acab', 'mund', '#', 'fikdik', 'rs']",0,87,0,0,1
"['@', 'angelicamorang', 'lind', 'inclusiv', 'intrig', 'mass']",0,59,0,0,0
"['@', 'amorainlov', 'excel', 'parabém', 'venh', 'mudanç']",0,93,0,0,0
"['rt', '@', 'luizapos', 'quer', 'com', 'polv', 'cop', 'ger', 'apeg']",0,61,0,0,0
"['ach', 'vou', 'ai', 'preguiç', 'dorm', 'xeru']",0,51,0,0,1
"['@', 'carolserodi', 'mto', 'fof', 'msm', 'raç']",0,43,0,0,2
"['@', 'franmoraes2', 'pront', 'nui', 'aqu', 'tb']",0,39,0,0,1
"['@', 'franmoraes2', 'parec', 'tá', 'morr', 'né', 'lig', 'naum', 'cachorr', 'aqu', 'prédi', 'sempr', 'confund', 'fod', 'rs']",0,119,0,2,2
"['@', 'franmoraes2', 'poi', 'vi', 'form']",0,45,6,0,2
"['@', 'limapaul', 'matér', 'sobr', '#', 'idol', 'fqt', 'mto', 'bom', 'programane', 'ver', 'parabém', 'provcestud', '#', 'amoteucabel']",0,125,0,0,4
"['@', 'franmoraes2', '@', 'franmyself', 'cheir', 'boa', 'noit']",0,62,0,0,0
"['oie', 'am', 'tô', 'mto', 'emocion', 'sobr', 'lind', 'nasc', 'parabém', 'kilm', 'lip', 'man', 'amo', 'bem', 'vind', 'karol', '#', 'renovaca']",0,140,0,0,5
"['oi', 'am', '@', 'dra', '@', 'agdabrit', '@', 'taisrenat', '@', 'coisasdelouc', '@', 'joaohamu', '@', 'ritacasiacost', '@', 'renatu', 'vc', 'noç', 'cor', 'af', 'xeru']",0,140,0,0,2
"['@', 'quasegay', '@', 'coisasdelouc', '@', 'agdabrit', 'hj', 'corr', 'nao', 'deix', 'interag', 'vc', 'sao', 'espec', 'saudad', 'cheir']",0,123,0,0,1
"['@', 'franmoraes2', 'boa', 'noit', 'esquisit', 'legal', 'z', 'bju', 'z']",0,73,4,0,3
"['bom', 'dia', 'am', 'dia', 'pass', 'mudanç', 'torn', 'inevit', 'próx', 'vai', 'fic', 'difícil', '#', 'eavidaseg']",0,126,0,0,0
"['hom', 'verdad', 'dia', 'pra', 'comemor', 'tod', 'dia', 'dia']",0,59,0,0,0
"['vc', 'aí', 'frang', 'desos', 'reclam', 'vid', 'chor', 'porr']",1,75,0,1,1
"['jov', 'gost', 'restart', 'aind', 'vai', 'ter', 'vergonh', 'si']",0,73,0,0,1
"['jov', 'espinhud', 'axé', 'restart', 'leg', 'urban', 'mín', 'dec', 'ness', 'vid', 'ordinár', 'vc', 'lev']",0,124,0,0,3
"['ant', 'volt', 'import', 'abr', 'cervej', 'mat', 'fodas']",0,81,0,1,1
"['vc', 'gost', 'leg', 'urban', 'favor', 'unfolow', 'aqu', 'gent', 'vergonh', 'car', 'bom', 'gost', 'music', 'porr']",0,113,0,1,1
"['polít', 'cov', 'bunda', 'vou', 'começ', 'xing', 'ness', 'ele']",0,70,0,1,1
"['aliás', 'vc', 'qu', 'xing', 'alguém', 'direit', 'fal', 'mãe', 'sujeit', 'apen', 'cham', 'bund', 'bast']",0,101,0,0,0
"['exempl', 'nizan', 'gana', 'bund']",0,34,0,0,2
"['aliás', 'univers', 'public', 'replet', 'bund']",0,58,0,0,1
"['ei', 'amig', 'vai', 'tom', 'cú']",0,28,0,0,0
"['feliz', 'dia', 'amig', 'com', 'gord', 'picanh']",0,56,0,1,0
"['feliz', 'dia', 'amig', 'tom', 'ping']",0,34,0,0,0
"['feliz', 'dia', 'amig', 'faz', 'escolh', 'err']",0,44,0,0,0
"['foc', 'resist', 'aqu', 'aind', 'gost', 'mulh', 'ping', 'rock', 'n', 'roll', 'futebol', 'aind', 'gost', 'churrasc', 'carn', 'sangrent']",0,134,0,0,0
"['gost', 'err']",0,18,0,0,0
"['diret', 'front', 'contr', 'tod', 'idiocrac', 'cri', 'ant', 'aqu', 'fal', 'sobreviv']",0,104,0,0,1
"['lut', 'contr', 'jog', 'golf', 'tod', 'pulh', 'vagabund', 'bund', 'insist', 'pass', 'crem', 'porr', 'rost', 'crem', 'porr']",1,140,0,2,1
"['gay', 'assum', 'bem', 'resolv', 'bem', '@', 'homemdeverdad', 'frang', 'arrog', 'dissimul', 'enfrent', 'própr', 'car', 'espelh']",0,140,0,1,1
"['pra', 'aguent', 'conviv', 'fã', 'leg', 'urban', 'duvid', 'fuj']",0,77,0,0,0
"['aliás', 'qualqu', 'reun', 'bas', 'viol', 'local', 'propici', 'massacr', 'serr', 'elétr', 'apoi']",0,109,0,0,1
"['dung', '@', 'homemdeverdad', 'apen', 'ignor', 'verdad']",0,70,0,0,1
"['aliás', 'porr', 'felip', 'net', 'sei', 'ser', 'net', 'imagin', 'fracass']",0,94,0,1,1
"['cbf', 'confeder', 'bund', 'futebol']",0,42,0,0,2
"['final', 'seman', 'fodas']",0,27,0,1,1
"['hom', 'verdad', 'bat', 'mulh', 'cois', 'imbecil', 'babac', 'cov', 'bund']",0,93,0,2,1
"['maric', 'pass', 'dia', 'twit', 'volt']",1,54,0,1,1
"['charli', 'shen', 'to', 'contig', 'quer', 'amig']",0,44,0,0,1
"['pens', 'masculin', 'rodei', 'bem', 'vind', 'hom', 'mulh', '#', 'revel', 'agu']",0,92,0,0,0
"['boa', 'tard', 'ach', 'vai', 'ating', 'reconquist', 'fot', 'coment', 'bal', 'afast', '#', 'reflit']",0,128,0,0,1
"['piriguét', 'conqu', 'ato', 'dê', 'val', 'conqu', 'tod', 'vid']",1,87,0,0,1
"['fic', 'enrol', 'pra', 'aceit', 'convit', 'corag', 'diz', 'med', 'queim', 'cartuch', 'próx', 'né', 'sei']",0,140,0,0,0
"['porqu', 'tá', 'mod', 'bonit', 'mulh', '#', 'cuid']",0,59,0,0,0
"['mulh', 'parqu', 'divers', 'começ', 'hum', 'montanharus']",1,74,0,0,1
"['rt', '@', 'fortemulh', 'precis', 'precis', 'ninguém']",0,62,0,0,0
"['ach', 'gent', 'acredit', 'ness', 'felic', 'tod', 'facebook', 'bêb', 'bal', 'amig', 'precis', 'hom', 'mín', '#', 'ridicul']",0,138,0,0,0
"['larg', 'indiret', 'twitt', 'acab', 'pag', 'val', 'abandon', 'tod', 'timelin', 'real', 'dev', 'ser', 'ating', 'vê']",0,134,0,0,1
"['ador', 'alfinet', 'amig', 'hom', 'fal', 'fam', 'lind', 'lembres', 'peg', 'conhec']",1,124,0,0,2
"['bom', 'dia', 'pag', 'peg', 'espalh', 'tud', 'sempr', 'dá', 'jeit', 'cont', 'avent', 'fal', 'pouc', 'faz']",0,123,0,0,1
"['precis', 'arrum', 'quart', 'contrat', 'estagi']",0,48,0,0,0
"['orgulh', 'heter', 'tão', 'vál', 'quant', 'orgulh', 'hom', 'pod', 'ter', 'orgulh', 'outr', '#', 'orgulhoheter']",1,111,0,0,0
"['discrimin', 'contr', 'quer', 'igualdad', '#', 'orgulhoheter']",1,75,0,0,1
"['heter', 'aind', 'maior', 'dev', 'unir', 'contr', 'ditad', 'minor', 'abaix', '#', 'heterofob']",1,111,0,0,0
"['rt', '@', 'robsonhre', 'orgulh', 'heter', 'sempr']",1,43,0,0,0
"['rt', '@', 'lucasmcml', 'orgulh', 'heter', 'show', 'w']",1,41,0,0,0
"['rt', '@', 'samucasg', 'orgulh', 'heter', 'sempr']",1,37,0,0,0
"['rt', '@', 'pedrohenrilf', 'orgulh', 'hom', 'pod', 'tweet', 'orgulh', 'heter', 'preconceit', 'what', 'the', 'probl', 'with', 'u', 'guy']",1,116,0,0,1
"['rt', '@', 'mundodrog', 'ant', 'homosexu', 'proibidodepoil', 'pass', 'ser', 'toleradohoj', 'normal', 'vou', 'emb', 'ant', 'vir', 'obrigatór']",1,140,0,1,5
"['rt', '@', 'bonil', 'cad', 'dia', 'pass', 'cresc', 'aindam', 'adept', 'march', 'orgulh', 'héter', 'rt', 'pouc', 'héter', 'rest']",1,128,0,0,1
"['fiz', 'march', 'direit', 'express', 'dia', '#', 'orgulhoheter']",1,102,0,0,0
"['rt', '@', 'donalol', 'ter', 'orgulh', 'q', 'reprim', 'qm', '#', 'orgulhoheter']",1,76,0,0,1
"['hom', 'têm', 'patro', 'hom', 'têm', 'mulh', 'mulh', 'escolh', 'quer', 'ser', '#', 'mulherdeverdad']",1,115,0,0,0
"['michigan', 'cruc', 'driv', 'fight', 'chas', 'spot', 'houston', 'chronicl', '#', 'nasc']",0,97,0,0,2
"['mulh', 'fez', 'escal', 'montanh', 'vid', 'remov', 'pedr', 'plant', 'fl', '#', 'mulherdeverdad']",0,116,0,0,0
"['@', 'elquenoaport', 'y', 'en', 'la', 'banc', 'le', 'ten', 'edmund', 'var', 'francois', 'nabid', 'y', 'quenit']",0,81,0,0,4
"['desej', 'hom', 'mulh', 'desej', 'mulh', 'desej', 'hom', '#', 'mulherdeverdad']",1,107,0,0,0
"['deu', 'cri', 'mulh', 'costel', 'oss', 'tort', 'procur', 'endireitál', 'quebr', 'poi', 'paci', 'c', '#', 'mulherdeverdad']",1,140,0,0,1
"['mulh', 'descobr', 'mulh', 'bom', 'cois', 'hom', 'sab', 'sécul', '#', 'mulherdeverdad']",1,109,0,0,0
"['mulh', 'dev', 'ser', 'lent', 'decifr', 'enigm', 'encant', 'encant', '#', 'mulherdeverdad']",1,98,0,0,0
"['mulh', 'nov', 'bonit', 'carinh', 'faz', 'hom', 'gem', 'sent', 'dor', '#', 'mulherdeverdad']",1,85,0,0,0
"['q', 'bom', 'lind', 'nov', 'aqu', 'bem', 'vind', 'rt', '@', 'monikasouz', 'taí', 'curt', 'gt', '@', 'mdeverdad', '#', 'soud']",0,104,0,0,2
"['rt', '@', 'acarioc', 'dê', 'val', 'sent', 'porqu', 'dinh', 'dia', 'acab', 'maqui', 'sai', 'águ']",0,104,0,0,0
"['#', 'mulherdeverdad', 'acredit', 'am', 'vir', 'refém']",1,63,0,0,0
"['mulh', 'verdad', 'bem', 'suced', 'independ', 'aind', 'vai', 'lut', 'fim', 'si', 'mesm']",0,109,0,0,0
"['#', 'mulherdeverdad', 'pod', 'us', 'silicon', 'us', 'cérebr', 'prim', 'lug']",1,81,0,0,0
"['#', 'mulherdeverdad', 'pref', 'am', 'tes', 'envolv', 'preconceit']",1,70,0,0,0
"['bem', 'vind', 'nov', 'lind', 'tl', '@', 'maitabom', '@', 'acarioc', '@', 'lucym', 'kis', 'verdad']",0,94,0,0,2
"['pens', '#', 'mulherdeverdad', 'íntegr', 'sent', 'consig', 'outr', 'ess']",0,117,0,0,0
"['#', 'mulherdeverdad', 'dá', 'val', 'bel', 'qual', 'ser', 'human', 'dá', 'val', 'amig', 'verd']",1,108,0,0,0
"['#', 'mulherdeverdad', 'dá', 'val', 'bel', 'mai', 'preocup', 'conteúd', 'encant']",1,112,0,0,0
"['@', 'fitzcairn', 'ben', 'norm', 'te', 'une', 'tafiol', 'pour', 'ven', '@', 'neozox', '@', 'netsky']",1,70,0,0,2
"['i', 'dont', 'wann', 'hav', 'to', 'regret', 'anything', 'in', 'my', 'lif']",1,47,0,0,2
"['oh', 'up', 'iya', 'orang', 'nya', 'tak', 'unfol', 'emap']",0,38,0,0,6
"['@', 'joacoil', 'jajajajajajaj', 'ojal']",0,36,0,0,2
"['fath', 'back', 'from', 'afghanistan', 'supris', 'hi', 'kid', 'tonight', 'thank', 'to', 'the', '@', 'whlsilvertip', 'organization', 'great', 'moment']",0,134,0,0,3
"['ray', 'ascend', 'víde', 'muestr', 'un', 'clar', 'ejempl', 'la', 'ascendenc', 'lo']",0,131,0,0,4
"['لا', 'اريدُ', 'ان', 'اكرهك', '،', 'لكن', 'ان', 'احُبك', 'إلى', 'هذا', 'الحدّ', 'الشاهق', 'أمرٌ', 'يُرهقني']",0,68,0,0,14
"['@', 'scubasteveod', 'hell']",0,21,0,0,0
"['yeah', 'ni', 'hag', 'final', 'saqu', '10']",0,35,0,0,0
"['futur', 'of', 'comput', 'interaction', 'blosom', 'with', 'the', 'ultrabok', 'tre', '[', 'ces', ']']",0,90,0,0,5
"['#', 'bufal', 'bill', 'new', 'mor', 'on', 'petin', 'to', 'bill', 'htptcofatkdkqh']",0,89,0,0,2
"['what', 'would', 'i', 'without', 'her', '#', 'bestfriend', '#', 'loveh']",0,71,0,0,0
"['@', 'cjsquad1', 'hey', 'how', 'are', 'you']",0,35,0,0,0
"['in', 'thnedvil', 'it', 'brand', 'new', 'dawn']",0,46,0,0,2
"['【定期】おはようございます。こども楽園で毎年こどもたちに大人気なのがフィナーレのダンスです。スタッフの動きを見ながら一生懸命踊るこどもたちの姿を見ると、スタッフの疲れも吹っ飛びます！', '#', 'toyonak']",0,100,0,0,0
"['rt', '@', 'usaultimat', 'thos', 'refreshing', 'lik', 'crazy', 'ranking', 'should', 'be', 'up', 'around', 'non', 'mountain', 'tim', 'today']",0,104,0,0,1
"['alway', 'choos', 'dark', 'gr', 'rt', '@', 'redhawk', 'iceberg', 'letuc', 'not', 'one', 'speck', 'of', 'nutrition']",0,85,2,0,4
"['@', 'thaxuxu', '@', 'bicmul', 'mor', 'curitib', 'sei']",0,50,0,0,1
"['รับน้อง', 'จาก', 'nidchy', 'oh']",0,47,0,0,3
"['rt', '@', 'malepaz3', 'tod', 'mal', 'con', 'august']",0,34,0,0,0
"['watching', 'snaped']",0,16,0,0,1
"['i', 'rememb', 'when', 'rochel', 'scared', 'in', 'brixton', 'the', 'way', 'i', 'screamed', 'so', 'embarasing', 'lol', 'i', 'look', 'down', 'and', 'it', 'wa', 'her']",0,113,0,0,4
"['that', 'wa', 'awkward']",0,16,0,0,0
['げろすたー'],0,5,0,0,1
"['gust', 'la', 'gent', 'con', 'caract']",0,30,0,0,0
"['happy', 'birthday', 'juli', '#', 'birthdaygirl', '#', 'marypopim']",0,71,0,0,0
"['ibm', '343m67', 'writen', 'examination', 'grump', 'questiom', 'in', 'company', 'with', 'answ', 'iek']",0,101,0,0,8
"['rt', '@', 'paulheymanguy12', 'the', 'reason', 'i', 'lik', 'dog', 'mor', '😂']",0,73,0,0,1
"['orgulh', 'ser', 'branc']",1,21,0,0,0
"['poss', 'cham', 'pret', 'cham', 'branquel', 'azed']",1,75,0,0,0
"['antig', 'ninguém', 'ofend']",0,30,0,0,0
"['preconceit', 'empreg', 'negr']",1,52,0,0,0
"['agor', 'tud', 'apropri', 'cult', 'pod', 'us', 'turb']",0,65,0,0,0
"['vc', 'neg', 'tir', 'chapéu']",1,31,0,0,0
"['minin', 'vc', 'fiz', 'alis', 'fic', 'show', 'bol']",0,58,0,0,2
"['negr', 'bonit']",1,49,0,0,0
"['soluç', 'rac', 'par', 'fal', 'sobr', 'morgan', 'freman', 'q', 'diss']",1,80,0,0,2
"['globel', 'mulat', 'sim', 'preconceit', 'branc', 'sab', 'samb']",1,102,0,0,1
"['hoj', 'acord', '1', 'vontad', 'faz', 'um', 'dreadlock', 'ta', 'mod']",0,63,0,0,1
"['tataravó', 'negr', 'sang', 'negr']",0,46,0,0,1
"['#', 'jesuischarli', 'cartun', 'heroil']",0,45,0,0,1
"['domingotenh', 'faz', 'própri', 'café', 'folg', 'empreg', 'vei', 'vid', 'injust']",0,91,0,0,3
"['prai', 'hj', 'volt', 'negu']",1,37,6,0,3
"['n', 'racist', 'pq', 'rac', 'crim', 'crim', 'cois', 'pretok']",1,63,6,0,1
"['batom', 'vermelh', 'bonit', 'gent', 'branc']",1,42,0,0,0
"['gent', 'favor', 'preconceit', 'cabeç']",0,48,0,0,0
"['rt', '@', 'gentecr', 'menin', 'voc', 'ta', 'doid', 'apoi', 'legalizaca', 'abort']",0,73,0,1,1
"['rt', '@', 'homemcil', 'mostr', 'tet', 'vai', 'acab', 'mach']",1,60,0,0,0
"['@', 'homemcil', '@', 'gentecil', '@', 'gentemagra1', 'mig', 'resp', 'deu', 'ta', 'com']",0,67,0,0,1
"['83', 'negr', 'mort', 'dia', 'brasil', 'branc', 'morr']",1,70,0,0,0
"['cheg', 'camelô', 'diss', 'índi', 'troc', 'puls', '1', 'espelh', 'k']",0,83,0,0,2
"['@', 'pjig', 'negr', 'vão', 'gost']",1,34,0,0,0
"['nad', 'contr', 'negr', 'prefir', 'branquel', 'palmit', 'cor', 'leit', 'pra', 'bej', 'boc']",1,94,4,0,3
"['@', 'gentebranca1', 'to', 'print', 'séri', 'gent']",0,53,0,0,0
"['@', 'linknpact', 'pq', 'aprend', 'gost', 'branc', 'vê', 'negr', 'nãoatra', 'inconsci', 'culp', 'míd', 'famíl', 'branc', 'geral']",1,139,0,0,1
"['gost', 'gost', 'pesso', 'obrig', 'beij', 'ach', 'atra', 'tud', 'rac']",0,80,0,0,0
"['@', 'linknpact', 'mig', 'par', 'construç', 'soc', 'enxerg', 'além', 'burr', 'racist']",0,100,0,1,1
"['af', 'negr', 'osc', 'agor', 'sao', 'racist', 'pfvr', 'mig', 'melhor']",0,86,0,0,2
"['#', 'fikrifaizah', 'ckckck']",1,22,0,0,1
"['vam', 'ser', 'negr', 'nao', 'vam', 'abus', 'ne']",1,37,0,0,0
"['@', 'luperc4l', 'oi', 'pens', 'niss', 'ced', 'cri', 'email', 'pod', 'mand']",0,97,0,0,0
"['rt', '@', 'radbrancaemagr', 'racist', 'dei', 'um', 'bj', 'negu']",0,69,0,0,2
"['diz', 'q', 'negr', 'pra', 'reclam', 'rac', 'pf']",0,45,0,0,0
"['@', 'karlarian', 'tir', 'print', 'pq', 'peg', 'link', 'perig', 'apag']",0,65,0,0,0
"['@', 'sylysylv', 'branc', 'doend', 'porqu', 'capac', 'jog', 'culp', 'cot']",0,90,0,0,0
"['to', 'cans', 'vc', 'discut', 'rac', 'vo', 'dar', 'unfol']",0,50,0,0,1
"['blessed', 'to', 'be', 'stresed', '😇']",0,24,0,0,2
"['@', 'rainhaim', '@', 'rapae', 'critic', 'gent', 'branc', 'post', 'vári', 'print', 'racist', 'denúnc']",0,90,0,0,1
"['nao', 'racist', 'negr']",1,51,0,0,0
"['tant', 'negr', 'ness', 'b', 'q', 'vão', 'us', 'estalec', 'pra', 'compr', 'drog']",0,72,0,0,1
"['@', 'kaikedolin', '@', 'rudyrel', 'vai', 'lev', 'process']",0,63,0,0,0
"['@', 'quemlig', '@', 'lucasf', 'talv', 'poss', 'acus', 'sab', 'vou', 'aguard', 'respost', 'pra', 'ver', 'ond', 'menin', 'aprend', 'ser', 'escrot']",0,129,0,1,1
"['@', 'cecin', 'crim', 'ódi', 'engan']",0,40,0,0,0
"['ai', 'pret', 'b', 'vo', 'assist', 'k']",1,45,3,0,0
"['@', 'loit', 'osc', 'racist', 'diz', 'ignor', 'rac', 'apont', 'negr', 'porqu', 'that', 'is', 'the', 'point']",0,139,0,0,0
"['@', 'brightnesgag', 'algum', 'pesso', 'ach', 'rac', 'agress', 'consid', 'racist']",0,101,0,0,0
"['@', 'pjig', 'adreanu', 'negr']",1,26,0,0,1
"['@', 'karlarian', 'fic', 'feliz', 'sim', '15', 'ano', 'mor', 'sant', 'fiq', 'tard', 'tod', 'prour', 'alg', 'quas', 'exist']",0,130,0,0,1
"['@', 'karlarian', 'perfil', 'entend']",0,44,0,0,0
"['@', 'mcso', '@', 'karlarian', 'favor', 'fot', 'aqu']",0,82,0,0,0
"['@', 'gabris', '@', 'leolimaduart', 'mig', 'cê', 'ach', 'vid', 'negr', 'fácil', 'sab', 'preconceit']",0,123,0,0,1
"['@', 'gabris', '@', 'leolimaduart', 'dó', 'branc', 'privilegi', 'consegu', 'pass', 'engenh', 'pap', 'vai', 'pag']",0,119,0,0,0
"['@', 'gabris', '@', 'leolimaduart', 'fal', 'process', 'amig', 'fia']",0,70,0,0,0
"['@', 'leolimaduart', '@', 'gabris', 'comec', 'fal', 'process', 'além', 'racist', 'agor', 'ce', 'sao', 'ceg']",0,99,0,0,0
"['@', 'gabris', '@', 'leolimaduart', 'to', 'fim', 'explic', 'rac', 'invers', 'exist', 'aprend', 'so', 'branquel']",0,112,0,0,0
"['@', 'gabris', '@', 'leolimaduart', 'vc', 'ach', 'rac', 'culp', 'negr', 'agor']",1,75,0,0,0
"['@', 'gabris', '@', 'leolimaduart', 'poi', 'to', 'ocup', 'denunci', 'racist', 'q', 'ach', 'vid', 'fácil']",0,98,0,0,0
"['@', 'iasmol', '@', 'gabris', '@', 'leolimaduart', 'amo', 'text', 'lt3']",0,57,0,0,1
"['@', 'jotapri', 'tip', 'quê']",0,23,0,0,0
"['@', 'jotapri', 'samb', 'cult', 'negr', 'independ', 'negr', 'saib', 'samb', 'branc', 'pod', 'samb', 'pod', 'represent', 'samb']",1,133,0,0,0
"['@', 'anerfost', 'irôn', 'concord', 'algum', 'revej', 'conceit', 'lt3']",0,81,0,0,2
"['♥', 'iggy', '♥', 'mto', 'melhor', 'q', 'nick', 'minaj', 'pfvr']",0,41,0,0,6
"['ach', 'tatu', 'color', 'fic', 'bonit', 'gent', 'branc']",0,66,0,0,0
"['negr', 'bem']",0,13,0,0,0
"['@', 'reayr', 'quest', 'gost']",0,27,0,0,0
"['@', 'jotapri', 'vc', 'seg']",0,31,0,0,0
"['vc', 'tao', 'cert']",0,36,0,0,0
"['caus', 'i', 'mis', '@', 'lucasthatguy']",0,50,0,0,0
"['@', 'jotapri', 'tom', 'block', 'marot', 'porqu', 'aqu', 'lug', 'pra', 'zo', 'endoss']",0,84,0,0,0
"['rt', '@', 'apoiorafael', 'ñ', 'esqueç', 'hoj', '2000', 'tag', 'divulg', 'twitt', 'ofic', 'rafael', '@', 'rafaoficialb', 'talickseguetalick']",0,140,0,0,2
