text,hate_speech
"RT @GlacieFranca: @otmar03 O SBT virou o quê? A ""jornalista"" Analice Nicolau disse que Bolsonaro falou: ""Você não merece ser estuprada porq _",0
"RT @BlogDoPim: Não há SÓ direita e esquerda, crianças. Há gente comum, alheia à batalha. Parem de achar que tudo é explicação à esquerda e _",0
"RT @VanViip: Cada um com a sua educação.. e na minha, eu não permitir muita coisa! https://t.co/znuwdX7Amj",0
RT @amanda_castelar: Nunca ri tanto com os tweets @direitafalando kkkkkkk,0
"eu ligo para pessoas que dizem que só porque iggy é branca pode não ser uma música de RA, mano",1
'Seu idiota Flamengo nao vai pagar o salario do Conca integramente e ele  vai receber  so quando comecar a jogar fala besteiras nao',1
RT @Filipe_3000: Não sou contra relacionamentos homossexuais mas isso é negativo. https://t.co/1AZyTAQOzt,1
"Nada me leva contra os gays. Sei um pouco. Seja livre.
Mas não é natural e sua promoção é anormal!
https://t.co/MFGezMkmVQ",1
"pra que tirar meu wpp? 
tem que tirar é a dilma logo porra",0
'Podiam retirar dos lucros dos bancos ',0
'Sabe o que e foro privilegiado seu bosta  Burro',1
RT @TonyStarkMeta: Ninguém chega à presidência dos USA sendo maluco. Trump chegou ao poder derrotando um establishment de 70 anos de suprem _,0
"RT @imjustkiff: fufas sempre usa o argumento msm
""Eu gosto de mais buceta do que você""",1
Atlético 2 x 0 Rio Branco com a vitoria o Atletico assume a liderança do Capixabão 2017!,0
"Pra ser claro, @homemdeverdade não faz boates machistas, fode gangsters, essa baitla discreta de merda macho!",1
'hUAHUAHUAHUAHUAHUA E UMA PIADA MESMO ESSE PRESIDENTE ',0
"RT @TonhoDrinks: Viram o @jairbolsonaro  num dos programas q levaram Trump até a presidência? 
https://t.co/ED3AUtuaR0",0
"@ptana_ @ anajuliacostaf1 gorda feia
x irmãs",1
"RT @miguelvinicu: @aninha_caraujo @sofiakalap @BiaMontezumaMF sua vida e babar o ovo da Bia , e a bia e feia e gorda !",1
"RT @ Elizaqueta1: Se crianças gays assistirem casais heterossexuais se beijarem não é ""bom"", isso deveria acontecer _",1
'ohhh doe um dos burros encantados pelo ladrão',1
@dassblog @xismaisxis @zlando islão significa submissão,0
"RT @ jpintocoelho60: Duas evidências! Resultado: volte para casa, boa viagem!
# Imigração invasiva # Islam
@realDonaldTrump https: // _",1
sabe quando voce eh feia e a sua cara eh gorda? eh o meu casokkk-chorando-,1
"RT @RafaelWinterS_: @marisa_lobo tenho 22 anos e desde que me entendo por gente, existem estas mesmas reclamações sobre o SUS, nunca foi bo _",0
RT @GABRIELPlNHEIRO: Multa de 5 mil reais ou vai apagar pichações pela cidade https://t.co/m73qDWPHXN,0
Dá uma rola pras feminazi.quem sabe elas param de falar bosta.,1
"RT @JOAQUINVOLTOU: CHEGA BUMPER PARA GERENCIAR AS MENINAS PARA SER HOMEM: OLÁ TUDO VOCÊ É LINDA, SEUS LABES DEVEM TER O GOSTO DE MÉL VAMO _",1
'ja temos umseu abestado',1
CapitalismoOP Deve haver uma feminista muito gorda e cabeluda trabalhando em um foicebook ...,1
"Meigo! 
Nada como um bom e forte capitalismo de estado. https://t.co/EDfrSIPiZy",0
joguei futebol com o Fabrício,0
O suco desta cidade sou eu,1
Vitória dos Pais !!! Homem também tem responsabilidade e direitos sobre a gravidez da mulher...Ou ela fez sozinha??? https://t.co/7m24YtqdbB,0
'Denuncia  denuncia  denuncia  cadeia quando  ',0
"Japão tem uma política de imigração bastante restrita. Por lá, não entram ""refugiados"". Pela porta da frente não pa _ https://t.co/sfYI3QAAgm",0
"iplipesff oJohnnschubert TRUTH! Ele sempre foi um gatinho, mas eu era muito desajeitada para mostrar hahaha carinho",1
Minha casa não aceita refugiados também conhecidos como Monica,1
@CapitalismoOP serio???? q legal... eu mandei fazer a minha,0
@angelicamorango Lindo inclusive! Intrigante! Isso é massa!,0
"O q essa mulher tem d bonita, ela tem d puta, burra e mentirosa. N sabe ela q ta passando na mão dos amigos",1
@MaeCumba tem o passo a passo aqui: http://t.co/QwYFoWjp,0
'Superfaturamento de TV e algum Senador ou Deputado coloca um  no bolso',0
'Meus caros amigos enigmaticosNao deveriam comparalo ao Tyson Tyson e um grande mito do boxe  mas que deixou a desejar no lado pessoal  Entao se nao e bom no lado pessoal ou no profissional o cara nao e completo Chequei nesse raciocinio assistindo o Faustao       ',0
"""Sem mortadela, a esquerda fica indignada, dá até""",1
"RT @laurensexuals: se vc usa roupas complexas vc é ""sapatão"" ou falam que vc está metido com algo que não presta",1
"“Onde a vaca vai, o boi vai atrás do amor”",1
"Lugares da minha Pátria.
Câmara de Lobos, Ilha da Madeira. https://t.co/LhVz0m1IiD",0
Que PIADA! Um país desses não tem qq futuro... https://t.co/sWrtiqN8HT,0
'Essa velha deveria passear menos e agir mais Ate agora so conversa',0
'Impopular tu ja e Mordomo Cortar na propria carne nao e bem isso mesmo porque nao e tua carne',0
"Ontem eu me lembrei q a mttttt tmp atras ,acho q uns 7 anos eu tive uma professora sapatao ,descobrir q hj ela possui o nome de allan",1
RT @TonhoDrinks: A mulher virou a principal massa de manobra globalista. Nunca foram tão usadas. Culpa de muita propaganda e prepotência.,1
"Eu acho que se o Movimento Negro realmente tiver humildade e seriedade com o próprio movimento, o MÍNIMO que devem _ https://t.co/aXUptQH2lf",0
"@catarina_mart 
E eu sou o candidato do #PNR à mesma Câmara. https://t.co/Uy9pd4jzdf",0
Ainda não são sete da manhã,1
"esse filho da puta Donaldf reduz o número de refugiados que podem entrar no país, porque não é sua família que está sofrendo lá",1
'Infelizmente tudo q nao presta nesse pais da ibope essa anta e prova viva disso',1
'Sempre uma varzea Time pequeno e assim mesmo',0
"Tem dias que eu vou mais sapatao do que as próprias sapatao, como hoje",1
'e vc e analfabeta',1
"Olha aí, o DEP Ex.BBB  pressionando  a procuradoria para prejudicar o prefeito de Ariquemes, _ https://t.co/3Th6Y7SS1D",0
"#rilitros RT @amora_inlove @angelicamorango se eu tivesse na Liquid Love, iria participar da Promoção ME INFARTA MORANGO, kkkkkkk #passomal",0
Alguem coloca uma FACA DE UM MUÇULMANO NO PEITO DA MERKEL...PQ É ISSO QUE ACONTECE PELA ALEMANHA https://t.co/sj22qkMA3N,1
"A bomba encontrada na Nazaré foi logo detonada, já a do Panamá está quase há um ano, no Expresso, à espera da brigada de minas e armadilhas.",0
@pj_igor os negros não vão gostar.,1
Queria um ouro branco ou um twix,0
Entrevista. Catarina Kinnvall: “É similar a forma como o islão radical e a extrema-direita mobilizam”: https://t.co/Mu7XsVMO5i,0
'ze ricardo     ta de brincadeira   culpa desse mane  todo jogo um time diferente  fanfarrao',0
"ANDEI LENDO AQUI NA REDE SOCIAL QUE O SR. ANDA ENGOLINDO MUITA COISA ULTIMAMENTE. O QUE  IMPORTA É SER FELIZ! 
ABRAÇO @pecesiqueira #PAZ",0
"Achei que essa cena em que me atraía minimamente por garotas, mas ainda queria entrar no mundo das fufas, não estava mais na moda",1
"Duas provas! Consequência: vá para casa, boa viagem!
# Imigração invasiva # Islã
@realDonaldTrump https://t.co/WYmvIUCiM5",1
"18:40] Max: Vai tomar no teu cu então
18:40] Max: Sua gorda feia
18:40] Max  :Meu amor por você
18:41] Leticia: Eu sou gorda Maxwell? ",1
Se for em idade certa porquê não https://t.co/z3KjdT6alK,0
'Roubalheira Entao governo oriundo de roubalheira e ladrao tambem Eleicoes ja',0
"@UOL Carrão novo que ele ganhou por mérito, e não lambendo o saco do governo petista",0
"Quando o @homemdeverdade viu o #ipad gritou: Steve!!! Mesa 7, 2 cervejas, 4 copos americanos, uma porção de fritas e outrade calabresa!",0
"RT @yes_anamia: Não aguento mais ficar sozinho
Eu não agüento mais ser gordo
Eu não agüento mais ser feio
Eu não agüento mais ser um peso morto no mundo
N ag _",1
"Terrorista marroquino recebia apoio financeiro do Estado e viveu num centro social 
https://t.co/Vpev4geiiS",0
Um militante petista que já ameaçou atirar no Sérgio Moro tentou limpar a barra do PT horas antes da queda do avião _ https://t.co/vDtwOJ5Lwx,0
"E pensar que defendi essa moça.Coitado do cerrado que foi falsamente acusada por ela.E os estragos morais, quem... https://t.co/0n64shwDcZ",0
achei essa pagina https://t.co/yoVjMs2Zz0,0
"""O canal e outros tiveram que ser filmados em um prato público.""",1
Ades patrocina nova versão da Branca de Neve http://t.co/vWxZjXNw4y,0
"Técnico de automação, mas não entendi e não é porque sou burra e não sou boa o suficiente nos testes exigidos e sim porque sou mulher",1
A Sbx deve ter sapatão nos organizadores kkkkk pq é só essas cover gay ue,1
"Vem até a minha e diz:
-Por que seu pai tem um bordel ??
-Não.
-Por que você parece uma prostituta",1
'Eu faço a cama e para Molskoy que ele é',1
"@morgannavalente então, mas vc me chamou de assassino
Como faz pra provar agora?",0
Não basta o RJ na escória..ainda vai causar confusão em São Paulo @misscaviar @FussballSehr @ajulysantos _ https://t.co/rg9144sSds,0
RT @MonikaSouzaS: Só eu acho (muito) esquisito essas mulheres todas artificiais que falam gemendo pelo nariz? #PreguicaDeGenteSemConteudo,1
a mina é tão gorda quem nem a indireta que mandei pra ela serviu,1
Relatório de Força de Trabalho do LinkedIn: Jan e Fev foram consecutivamente os meses mais fortes para contratação _ https://t.co/ddcouzuDKO,0
'Cara que bota preco em ideal nao e idealistaE mercenario',0
Do que essa mulher está falando ??? Estou esperando a comida e ela está falando sobre sla. Me senti idiota #MasterChefBR,1
ela tem uma bunda doce e diz que ela é gorda e feia ela é bonita e magra não adianta falar kkkkk eu tive que postar https://t.co/p5ldIs1qd9,1
@JornalOGlobo manchete feita pelo Advogado do PCC,0
"@sapo e aspirar, posso?",0
"""Parabéns pra você, mulher. Parabéns pra você que é feia, gorda, não se cuida, coitada. Que não vai arranjar... https://t.co/CEoqvg3lGa",1
"AMore @JuhSavignon Ajuda a divulgar: O primeiro livro da @melaineribeiro ""A ESCRITORA E O MUSICO"" www.aescritoraeomusico.blogspot.com",0
"gabi_bacelar pensou: sou terrível, gordo, cru, feio, sem graça. ngm vai me querer. Eu não mereço ninguém além dessa pessoa.",1
@Bolsonaopressor PT E PSDB =  MESMA BOSTA,0
"Bom Dia !!! Não é nenhuma surpresa que ""ativistas de esquerda"" estejam protestando contra o presidente #TRUMP. https://t.co/rGDze5LWHT",1
"Polémicas? Disse o óbvio e com toda a razão.
@geertwilderspvv https://t.co/YV093xLbjA",0
@taaaycarino @ porrapaloma18 feliz e grande,1
Devemos melhorar o sistema educacional das nossas crianças pra Tornar a América Grande Novamente. Dia maravilhoso e _ https://t.co/i9KJBCm5nJ,0
'Sr presidente o Brasil esta ao seu lado que venham as reformas chega de mimimi e vamos trabalhar',0
Vencedor do concurso. Seguidores que têm a mesma estupidez podem parar em nossa sede para retirar o grande prêmio https://t.co/row0tGIUPp,1
'mas no sao paulo o apressado come C u',1
Kd as suvaqueiras peludas essas horas??? https://t.co/tbK7HJl3Vv,1
E o chamado Cãomor junto com uma repórter cara de sono... rs. Mto legal! http://twitpic.com/23v73c,0
"RT @Famel_Zundapp: Bom dia, contribuintes!
Quando é que há uma comissão parlamentar de inquérito sobre a inutilidade das comissões parlamen _",0
@MonikaSouzaS <=== Essa guria me parece mto #MulherDeVerdade,0
"Se você pesquisar ""asshole"" no Twitter que é a tradução de ""babaca, idiota, etc"", cai no perfil do Trump. Imparcial _ https://t.co/ukOocrvES8",0
Meu voto vai para: https://t.co/5j41Y9yExo,0
"RT @_Ioen: O amor e sexo foi lacranteeee chora família tradicional 
Enquanto isso no mundo real teu pai tá vendo praça é nossa https://t.co _",0
"Outra ""Jênia"" acredita que a violência contra a mulher no Brasil se deve ao fato de o país ser predominantemente cristão, en _ https://t.co/ELJBzzBFVu",1
'Em pontos corridos nao tem Riascos pra errar penalty aos  do segundo tempo rajkazblanks ',0
"Masculino ch é uó. Pqp. Ele vai te tratar, minha irmã",1
"Vadia e ainda solta, acho que ela está disposta a dar o cara dela e pagar pelos sapatos",1
'Carmen Capivara Lucia por favor me de o exemplo e leve meia duzia dessas vitimas da sociedade pra sua casa faca um coquete nele libere o anel de couro de refresco de groselha mostre que tem coracao ',1
Dia Internacional da Mulher e ouvi um pai dizer o cu da mãe com o filho,1
# SerMulherÉ urinar sentada,1
RT @DepBolsonaro: Agradeço o @ptbrasil por ultimamente estar insistentemente me citando e criticando em seus tweets! É sinal q estamos no c _,0
#HQEH não sai de bumbum no carnaval.,1
A União Europeia quer impor multas aos países que não acolhem refugiados. Você agora entende por que tudo isso está quebrado? # Europaxit,1
"RT @SaoBlack: EXTRA! Achei a filha da Maria do Rosario
@bbb https://t.co/YRTG6sfamL",0
Mulher quando gosta do cara é burra demais,1
Chame as feministas P façam uma demonstração pq não tem mulher trabalhando aqui no trabalho é um absurdo #direitosiguais,1
falar a verdade. Te incomoda? https://t.co/U8kUA7jCRy,0
"Eles amam os negros, são tão bons, é uma pena que parem de vender",1
Passando aqui para desejar felicidades #DiadaMulher para aquelas mulheres desde o ultrassom,1
"Para ser romântica e me declarar minha sim amiguinho, as mulheres amam o homem romântico https://t.co/ObbPRwggx7",1
"""Ela ia lá para limpar todas as semanas em uma casa onde as mulas ficam escondidas.""",1
wtf um tt sobre boatos das fufas mais conhecidas do Porto está a seguir-me Q MERDA É ESS,1
'Quem esse time',0
Portugal distingue-se “porque não tem nem vai ter campos de refugiados https://t.co/159WXrXztD,0
'O  Sr  Temer foi posto la por vcs que votaram nela',0
'Perfeito Marcio Lembrando que muitos politicos sao donossocios de empresas de plano de saude escolasfaculdadesuniversidades particulares preciso desenhar',0
"Gente, li piadinhas fodas agora.. vou trazer uma, perai",0
'Eu posso encontrar um apelido para ela aqui na casa da ocuffala'.,1
RT @CapitalismoOP: #SerMulherÉ ter cromossomos xx e não ter uma rola no meio das pernas,1
@rainhaim @Rapaeo criticar gente branca. eu posto vários prints de racistas como denúncia.,0
"'Mauro e Dementekkkkkkquem ta luta pelo poder, apóia bandidos no poder'",1
"o argumento da retardada é mostrar que sabe ler.
Quero ver refutar o que falei com fatos, lógica e verdades! https://t.co/TzZ6WBlhPB",0
"""As mulheres estão descobrindo que mulher é bom - coisa que os homens já sabem há séculos.""  #MulherDeVerdade",1
RT @ profsandrag1: PL 2516/15 propõe imigração em massa de refugiados islâmicos para o Brasil. Não quero jogar Sharia no Brasil @MichelTeme_,1
RTmundodrogado: Proibido antes da homossexualidade. Então foi tolerado. Hoje é normal. Estou saindo antes de ser forçado ...,1
"RT @ Leandroow3: ""Não tenho roupa para sair"" O dia foi feliz",1
'P I R A N H A',1
"BEM MORTO! KKKK RT @g1: Hugo Chávez 'está bem', diz presidente do Equador",0
Ex-ativista LGBT se torna pastor e inspira filme: “Estou aqui para honrar a Deus”... https://t.co/B8c0ZW5qAd,0
Eu acredito que Jesus estava acostumado a fazer piadas do Nordeste,1
"@Estadao Duvido que o feminismo seja contra o que este HOMEM está pedindo!
O feminismo é o capacho da esquerda!",1
'ohhh doe um dos burros encantado pelo ladrao',1
RT @FHenriques: Todos os estados excepto dois (e) não cumprem as suas obrigações em relação a acolhimento de refugiados vindos de e _,0
'Pernicioso',1
@Mih_ArmstrongL @otmar03 vamos a agenda feminista TIRADA DO PROPRIO SITE...e agora me diz onde ta a defesa da mulhe _ https://t.co/HpBXM1L6nz,0
"RT @anamr_c: Fufas decentes hj é o nosso dia, mulheres",1
'Quantas horas de vassoura de Porto Alegre ate Montevideo',1
PQP o @carpinejar tá me fudendo com essas verdades absolutas!!! #genio,0
'Entao vamos perdoar o Ladrao so porque a outra turma tambem e nao seria melhor prender todos',0
A saudade que eu estava acabou kkkkkkk ta gorda e feia. Deixe quieto com esses lixos,1
"EU VOU CANTAR ESSA PAIXAO QUE VEM DE DENTRO 
UM SENTIMENTO VERDE BRANCO E GRENÁ #DiaDeFlu",0
"- votei no crivella pq o freixo vai acabar com as milícias 
- mas bandido bom não é bandido morto? https://t.co/CzVILFRu2d",1
"RT @carolinaamatos: ""Ninguém sabe que fufas comprou"" é a melhor frase que ele disse hoje, fds",1
"@d_aleajactaest olha, afinal foi o Islão ""o pai"". Já tens argumento na mesma mas tens de substituir Hitler por ISIS https://t.co/U3Y9xSzAux",0
"A procuradora Deborah Duprat diz que A CRIANÇA NÃO PERTENCE A FAMÍLIA???
Dr Miguel Nagib, advogado e responsável... https://t.co/4HuxJq5luH",0
"RT @DaniloGentili: Quando João Kleber faz na Rede TV=Putaria, Mau Gosto, Baixaria
Quando fazem na Globo=Ousadia, Arte, Tapa na cada da soc _",0
Bobagem sem mais porcaria ... Sou casada para falar com um monte de porcaria!,1
"@HevertonJhon @benebarbosa_mvb ahaha  dsculpa, ja corrigi",0
"Um novo dia é uma página em branco na sua vida. 
Escreva apenas o que vale a pena. 
Bom dia! https://t.co/7929FzzDuc",0
“Feminismo é importante demais para estar nas mãos de feministas” - deixou para @folha no dia 8 de março,1
