data,Hate.speech
Na luta contra os jogadores de Golf e todos esses pulhas vagabundos bundões que insistem em passar creme na porra do rosto! Creme não porra!,1
"O gay assumido bem resolvido é bem mais @homemdeverdade do que frangas arrogantes, dissimulados que não enfrentam a própria cara no espelho!",0
"Não da pra aguentar conviver com um fã de Legião Urbana!!!!! Na duvida, fuja.",0
"Aliás, qualquer reunião a base de violão é um local propicio para um massacre de serra elétrica!  E eu apoio.",0
"Não, o Dunga não é @homemdeverdade ! É apenas um ignorante de verdade.",0
"Aliás, quem é essa porra de Felipe Neto? Não sei, mas só de ser Neto já imagino que fracassou!",0
CBF = Confederação de Bundões do Futebol !,0
Final de semana = foda-se !,0
"Homem de verdade não bate em mulher! Isso é coisa de imbecil, de babaca, de covardes bundões.",0
"aos mariquinhas que passam o dia twittando, eu voltei.",1
"Charlie Sheen, to contigo meu querido amigo.",0
O Pensamento masculino. Sem rodeios! Bem vindo você homem. Você mulher. #revelações Aguarde!,0
Boa tarde você que acha que vai nos atingir ou reconquistar com as fotinhos e os comentários da balada. Só afasta mais. #reflita,0
Seja piriguéte e nos conquiste no ato. Se dê o valor e nos conquiste por toda uma vida.,1
"Você que fica enrolando pra aceitar um convite, mas não tem coragem de dizer não. É medo de queimar o cartucho para uma próxima, né? Eu sei.",0
"Não é só porque tá na moda, que é bonito, mulheres. #cuidem",0
Mulher é um parque de diversões. A começar pelo humor: uma montanha-russa.,1
RT @ForteMulher: O que você precisa é não precisar de ninguém.,0
"Você acha que a gente acredita mesmo nessa felicidade toda do Facebook? Bêbada, balada, amigas, ""não preciso de homem"" No mínimo #ridiculo",0
"Você, que larga indireta no twitter, acaba pagando vale de abandonada com toda a timeline. Quem realmente deveria ser atingido nem vê.",0
"Você que adora alfinetar os amigos homens falando de famosos lindos. Lembre-se que eles não pegariam você, se a conhecessem.",1
"Bom dia você que paga de pegadora, espalha tudo e sempre dá um jeito de contar suas aventuras. Quem muito fala, pouco faz..",0
Preciso arrumar meu quarto. Contrato estagiário.,0
O orgulho hetero é tão válido quanto o orgulho homo. Se um pode ter orgulho por que o outro não? #orgulhohetero,1
"Não somos discriminadores, ao contrário, queremos igualdade! #orgulhohetero",1
"Nós heteros, que AINDA somos maioria, devemos nos unir contra a ditadura da minoria. Abaixo a #heterofobia !!!!",1
RT @RobsonhReal: Orgulho Hetero seempreee .,1
RT @lucasmcml: Orgulho Hetero... show *w*,1
RT @samucasg: Orgulho Hetero seempree,1
RT @pedrohenri_lf: Orgulho Homo pode tweetar mas Orgulho Hetero é preconceito ? What's the problem with u guys ? '-',1
RT @mundodrogado: Antes o homossexualismo era proibido.Depois passou a ser tolerado.Hoje é normal.Eu vou embora antes que vire obrigatór ...,1
RT @bonisss: A cada dia que passa cresce aindamais os adeptos à Marcha do Orgulho Hétero!!! RT Pelos poucos héteros que restam!!,1
"Eles fizeram a marcha deles, nós temos o direito de nos expressarmos também. Dia do #orgulhohetero JÁ!",1
RT @Dona_Lola: Como ter orgulho do q eu sou reprime qm não é? #orgulhohetero,1
"""Há homens que têm patroa.
Há homens que têm mulher.
E há mulheres que escolhem o que querem ser."" #MulherDeVerdade",1
Michigan crucial as drivers fight for Chase spots - Houston Chronicle http://t.co/Z50k3sb #nascar,0
"""Eu sou aquela mulher que fez a escalada da montanha da vida, removendo pedras e plantando flores."" #MulherDeVerdade",0
@elquenoaporta Y en la banca le tenemos a edmundo varas francoise nabid y quenita,0
"O desejo do homem é pela mulher, mas o desejo da mulher é pelo desejo do homem. Ou mais... #MulherDeVerdade",1
"""Deus criou a mulher de uma costela, de um osso torto. Se procurares endireitá-la, quebrará. Tenham pois paciência c elas."" #MulherDeVerdade",1
"""As mulheres estão descobrindo que mulher é bom - coisa que os homens já sabem há séculos.""  #MulherDeVerdade",1
"""A mulher deve ser lentamente decifrada, como o enigma que é: encanto a encanto."" #MulherDeVerdade",1
"""Mulher nova, bonita e carinhosa
Faz o homem gemer sem sentir dor.."" #MulherDeVerdade",1
"Q bom, linda, sou nova por aqui! Bem vinda! RT @MonikaSouzaS: Taí, curti -&gt; @MdeVerdade #SouDessas ;)",0
"RT @ACarioca_: Dê mais valor aos sentimentos, porque o dinheiro um dia acaba e a maquiagem sai com água.",0
"Uma #MulherDeVerdade acredita no amor, mas não vira refém dele.",1
"Uma mulher de verdade é bem sucedida, independente. Mas se não for - ainda, vai lutar até o fim por si mesma!",0
Uma #MulherDeVerdade pode usar silicone. Mas usará seu cérebro em primeiro lugar.,1
"Uma #MulherDeVerdade prefere amor, tesão, envolvimento a preconceitos.",1
Bem vindos esses novos lindos da minha TL! @maitabom @ACarioca_ @luccy_mara Kisses de verdade!,0
"Estive pensando... Uma #MulherDeVerdade é íntegra. Com seus sentimentos, consigo, com os outros. Essa é sua essência!",0
Uma #MulherDeVerdade dá valor às mais belas qualidades dos seres humanos. E dá valor aos amigos verdadeiros.,1
Uma #MulherDeVerdade dá valor à beleza. Mas sua maior preocupação é o conteúdo. E ela o tem. E encanta por isso.,1
@Fitzcairn_ Ben normal t'es une taffiole pour venir !  @Neozox @Netsky,1
I dont wanna have to regret anything in my life,1
oh ups iya orang nya tak unfoll. emaap,0
"@JoacoIllarra Jajajajajajaja, ojala.",0
A father back from Afghanistan suprises his kids tonight thanks to the @WHLsilvertips organization.  Great moment http://t.co/vdSQ2Fgz,0
"************ RAYOS ASCENDENTES***************

Este vídeo muestra un claro ejemplo de la ascendencia de los... http://t.co/fburggsA",0
لا اريدُ ان اكرهك ، لكن ان احُبك إلى هذا الحدّ الشاهق أمرٌ يُرهقني *,0
@ScubaSteveOD hello?!,0
Yeah!!! Ni hago final  saque 10!!!!,0
Future Of Computer Interaction Blossoms With The Ultrabook Tree [CES] http://t.co/6o4Yqlck,0
#Buffalo Bills  News | More on Pettine to Bills http://t.co/GpxqGfEv http://t.co/fAtKdKQH,0
What would I do without her?? #bestfriend #loveher http://t.co/QDz99zQt,0
@CJ_Squad11  hey :) how are you? :),0
In Thneedville its a brand new daaawwwwwwwwnnn,0
【定期】おはようございます。こども楽園で毎年こどもたちに大人気なのがフィナーレのダンスです。スタッフの動きを見ながら一生懸命踊るこどもたちの姿を見ると、スタッフの疲れも吹っ飛びます！#toyonaka,0
"RT @USAUltimate: For those refreshing like crazy, rankings should be up around noon mountain time today.",0
always choose dark greens! RT @RedHawkk: Iceberg Lettuce = not one speck of nutrition,0
@Thaxuxu @bicmuller eu não moro em Curitiba e sei.,0
รับน้อง จาก Nidchy Oh - https://t.co/ydcRryY0WG,0
RT @MalePaz3: Todo mal con Augusto,0
Watching Snapped,0
I remember when Rochelle scared me in Brixton the way I screamed so embarrassing loool I look down and it was her,0
That was awkward,0
げろすたー,0
me gusta la gente con caracter,0
Happy birthday Julie. #birthdaygirl #marypoppins http://t.co/KiVcBnMbt2,0
Ibm 343-m67 written examination grumps questions in company with answers: .IEk http://t.co/CXhL0tbv7I,0
RT @PaulHeymanGuy12: The reason I like dogs more 😂 http://t.co/Yb4rRuP2BX,0
orgulho de ser BRANCO,1
por que eu não posso chamar ele de PRETO se ele me chama de BRANQUELO AZEDO,1
antigamente ninguém se ofendia,0
NÃO SOU PRECONCEITUOSO até tenho uma empregada negra,1
agora tudo é apropriação cultural não pode nem usar turbante mais,0
vc é um negão de tirar o CHAPÉU,1
minina se vc fizesse um alisamento ficaria SHOW DE BOLA!!!,0
~*~*~*~ vOcÊ é NeGrA mAs AtÉ qUe é BoNiTa ~*~*~*~,1
a solução para o racismo é PARAR DE FALAR SOBRE ELE foi o morgan freeman q disse,1
POR QUE SÓ TEM GLOBELEZA MULATA ISSO SIM É PRECONCEITO BRANCA NÃO SABE SAMBAR NÃO É ISSO ?????????????,1
hoje acordei com 1 vontade de fazer uns dreadlock ta na moda ;),0
MINHA TATARAVÓ ERA NEGRA!!! TENHO SANGUE NEGRO,0
#jesuischarlie esses cartunistas são herois!!,0
domingo....tenho que fazer meu próprio café....a folgada da empregada não veio VIDA INJUSTA,0
Fui à praia hj voltei neguinha rsrsrs,1
N sou racista pq racismo É CRIME e crime é coisa de pretokkkkkk,1
Batom vermelho só é bonito em gente branca,1
GENTE POR FAVOR o preconceito está na sua cabeça,0
RT @gentecrista: menina voce ta doida de apoiar a legalizacao do aborto??,0
RT @homemcis: mostrar as tetas não vai acabar com o machismo,1
@homemcis @gentecis @gentemagra1 migo respira deus ta no comando!!!,0
"""83 negros mortos por dia no brasil"" e os brancos não morrem também???",1
cheguei no camelô e disse índio troca pulserinha por 1 espelho??? KKKKKKKKKKKKKKKKK,0
@pj_igor os negros não vão gostar.,1
Nada contra negros mas EU PREFIRO aquele branquelo palmito cor de leite pra bejar na boca rsrs,1
@gentebranca1 (eu to ???? com esse print sério gente),0
"@linknpacto pq você aprendeu a gostar de branco e vê negro como não-atraente inconscientemente. culpados: mídia, família, brancos em geral.",1
"gosto é gosto, a pessoa é obrigada beijar quem não acha atraente? TUDO É RACISMO",0
"@linknpacto miga, pare. é uma construção social. se você não enxerga isso, além de burra, é racista.",0
Aff só por que não tem negro no oscar agora eles sao racista........ pfvr miga melhore,0
#FikriFaizah  ~ ckckck,1
vamo ser negro mas nao vamo abusar ne,1
@luperc4lia oi! eu pensei nisso mais cedo e criei um email. pode mandar no gentebranca1@gmail.com,0
RT @radbrancaemagra: EU NÃO SOU RACISTA EU JÁ DEI UNS BJ NUM NEGUINHO,0
Diz q é negra só pra reclamar de racismo pfff,0
@karlariane eu tiro o print pq se pegar link é perigo de apagarem,0
@sylly_sylvia é muito branco se doendo porque não tem capacidade e joga a culpa nas cotas.,0
to cansada de vcs discutindo racismo vo dar unfolo,0
Blessed to be stressed 😇,0
@rainhaim @Rapaeo criticar gente branca. eu posto vários prints de racistas como denúncia.,0
"""""""""""nao é que eu sou racista mas ele é  negro""""""""""",1
tem tanto negro nesse BBB q eles vão usar as estalecas pra comprar droga,0
@kaikedolin @rudyreis vai levar processo http://t.co/SJdPNDb9Wq,0
@quem_liga @lucasfa_ talvez. não posso acusar sem saber. vou aguardar a resposta pra ver onde essa menina aprendeu a ser escrota.,0
"@cecinne crime de ódio, se não me engano",0
ai tem muito preto no bbb nem vo assistir kkk,1
"@loIitagem o Oscar é racista. se tu diz que não, é ignorar o racismo apontado pelos negros. ""só porque não tem"" não tem, that is the point.",0
@brightnessgaga algumas pessoas acham que racismo é só agressão. por isso não se consideram racistas.,0
@pj_igor o adreanu é negro,1
"@karlariane fico feliz!! sim, ela tem 15 anos e mora em santos. fiquei a tarde toda prourando algo mais, mas ela quase não existe.",0
"@karlariane no perfil dela não tem, entende?",0
@mcsoares_ @karlariane por favor!! tem mais foto dela aqui https://t.co/vt55YR25FE,0
"@gabrisinhas @LeoLimaDuarte nossa miga, cê acha mesmo que a vida de um negro é mais fácil? tu não sabe o que é preconceito.",0
@gabrisinhas @LeoLimaDuarte que dó da branca privilegiada que não conseguiu passar em engenharia mas o papai vai pagar.,0
"@gabrisinhas @LeoLimaDuarte quem falou de processo foi seu amigo, fia.",0
@LeoLimaDuarte @gabrisinhas mas eu comecei a falar de processo? além de racista agora ces sao cego?,0
"@gabrisinhas @LeoLimaDuarte não to a fim de explicar que racismo inverso não existe, aprende sozinha, branquela.",0
@gabrisinhas @LeoLimaDuarte vc acha que o racismo é culpa dos negros agora?,1
"@gabrisinhas @LeoLimaDuarte pois é, to muito ocupada denunciando racista q acha que a vida é fácil",0
@iasmola @gabrisinhas @LeoLimaDuarte amo esse texto &lt;3,0
@jotap_rios tipo o quê?,0
"@jotap_rios samba é cultura negra. independente se o negro não saiba sambar. brancos podem sambar, mas não podem representar o samba.",1
"@anerfost_ são irônicos e se você concorda com algum, reveja seus conceitos &lt;3",0
♥ iggy ♥ é mto melhor q nicki Minaj PFVRR,0
Acho que tatuagem colorida só fica bonito em gente muito branca!!!,0
negros de bem,0
@reayresss questão de gosto,0
@jotap_rios por que vc me segue,0
vcs tao certo http://t.co/VPOQPOS4IS,0
Cause I miss @Lucas_ThatGuy http://t.co/DAsdMHfBRA,0
"@jotap_rios toma esse block maroto porque aqui é lugar pra te zoar, não te endossar.",0
"RT @ApoioRafael: Ñ esqueça hoje as 20:00 Teremos tag de divulgação do Twitter oficial do Rafael. @rafaoficialbbb 
TalicksSegueTalicks http:…",0
@gentebranca1 negras não pode pintar cabelo É APROPRIAÇÃO O K http://t.co/bC5yqdB78f,1
@gentebranca1 os negro não tá nem aí pode usar o que quiser http://t.co/gX57yWDWvN,0
"@gentebranca1 se vcs jogarem o user dela e a palavra ""negro"" vão ver que só fala bosta",0
@amandassini ngm perguntou sua opiniao de branca sobre racismo e vc deu então acho q estamos na mesma,0
"@amandassini não aceita que ela fique na mesma tecla de racismo que só ela sofre, isso é silenciamento",0
@adiosiago @amandassini quando branco acha que racismo é coitadismo só me dá mais vontade de continuar com o perfil,1
@amandassini @adiosiago se vc acha que é racismo me processa,0
@amandassini @adiosiago eu acho q vc só fala bosta,0
@AleMagnnusb vc devia calar a boca pq vc é tão racista quanto,0
@isisrsrs eu tb mas fazer o que ne não pode matar que nooooossa,0
"@AleMagnnusb racista-machista sem argumentos, é o que mais tem",0
"estou cansada das palavras: homofobia, racismo, gordofobia, feministas!!!! como eu queria voltar pros anos 90, eu ouvia bem menos.......",0
meus filhos no protesto ontem!! http://t.co/7SngTvtnUR,0
DISTRIBUÍ NO PROTESTO ONTEM KKKK A CULPA NÃO É MINHA HEIN http://t.co/at193MaRgK,0
@lilyallen @MarinasDiamonds I LOVE LILLY....,0
@DiegoVagabond aeoooooooooo,0
o brasileiro está cansado de ser enganado!!! sos regime militar get out dilma,0
ai que saudade da ditadura............,0
"minha mulher está ministrando um curso de atualização para secretárias do lar no RJ, onde já se viu pendurar pano de prato no ombro!!!",1
"Essa imagem é montagem coisa de comunista
http://t.co/l1HM4X23Df",0
Hoje em dia não pode mais praticar genocídio numa igreja que já é racismo,1
"da educação que eu recebi em casa, homem foi feito pra mulher e vice verso...o resto é modinha !",1
"Trança é bonito, para quem tem cabelo ruim é uma salvação [todos riem]",0
"Não precisamos de um dia da consciência negra, branca, parda, amarela, albina... Precisamos de 365 dias de consciência humana.",0
RT @nunesjoely: QUANDO É PRA TER CONSCIÊNCIA HUMANA DURANTE O RESTO DO ANO VOCÊS NÃO TEM AI HJ VEM O CHORUME,0
Porra!!! Que programa racista esse #Esquenta !!! Só tem negros! Não tem um dedicado a loiras!!!!! Sou discriminada!!!!!,1
RT @trutherbotpizza: Just some chemtrail patents https://t.co/dhOq2u0TWN,0
Yo #TipsterApuesta #TipsterApuesta #TipsterApuesta #TipsterApuesta #TipsterApuesta #TipsterApuesta #TipsterApuesta #TipsterApuesta,0
@JiallLove cambie con Leyda😂,0
"#Portugal. Novo resgate a caminho
https://t.co/5QUJSqu3cg
#RenovarPortugal #PNR https://t.co/IoK5ixqeid",0
"A greve dos Estivadores
https://t.co/EcYwmGj8Aq
#RenovarPortugal #PNR",0
"Só o Nacionalismo é solução! por @viktortora 
https://t.co/DAXud267yh
#VítorRamalho #PNR #RenovarPortugal",0
"De @rpsantos1970 aproveitamento da chamada “crise dos refugiados”
https://t.co/rl9PIrgtBz

#Refugiados #PNR #Portugal #refugees",0
RT @hankyu_ex: 千里阪急ホテルのプールサイドビアガーデンで、沸き上がるビール「トルネード」なるものがありまして、これを見たさに何杯でも飲みたくなる誘惑が・・・。 https://t.co/8IOg6FZKvV,0
"RT @w8f____: أنصتوا له لتهدأ نفوسكم ولتطمئن به قلوبكم 🌺

#الشيخ #ناصر_القطامي يبكي

ويبكي المصلين في مقطع خاشع جداً

 https://t.co/ROcxx1ti…",1
Dia de Portugal! https://t.co/FwpSD4dGaV,0
RT @meshari_m_b: شكلك مُثير للشفقه وأنت تحاول تقنع الناس بالشي اللي تسويه عشان يكفو عن إنتقادك ، إعمل اللي تبيه دامك مقتنع فيه ولا تعطي لكل…,0
"O PNR e o Dia de Portugal
https://t.co/w6Kf1KGo4M

#RenovarPortugal #PNR #Portugal https://t.co/VxGV1feTrq",0
"Discurso de @jpintocoelho60 no “10 de Junho” de 2016 
https://t.co/qGPlz9na6H

#PNR #RenovarPortugal #Portugal",0
RT @jpintocoelho60: Esperança na vitória do #Brexit e no efeito dominó sobre a aberrante UE. @UNIAOEUROPEIA  não! Europa das Nações sim! ht…,0
"@SteinerVagina The phrase ""gender equality"" is mentioned 48 times in the report.",0
"Pela Europa das Nações livres e soberanas, este é e sempre será o nosso modelo!
https://t.co/8tcwCOxsOi

#Brexit #EU https://t.co/ClmhMW4Og6",0
