text,hate_speech
"Um cuidado #WomanFromSelf. Ela quer ser linda, gostosa, gostosa e acima de tudo inteligente. Mas por ela mesma em primeiro lugar.",1
"RTDanTeiixeira: HumorNegroo Não apague, eu sou do Nordeste e sempre tive esse respeito, não vejo razão para me rebelar tanto!",1
"@camillasouzs bicho, trabalhamos com refugiados e migrantes, COMO nao é RI?",0
"RT @edmilsonpapo10: ""Dilma e Lula, agiram contra a Lava Jato"" Reinaldo Azevedo em 2016
""O PT nunca agiu contra a Lava Jato"" R Azevedo em 2 _",0
"Os democratas tinham que criar uma justificativa pela derrota nas eleições, então inventaram uma história - RÚSSIA. _ https://t.co/h8M5A5zwgk",0
"Acho que a Morango tem um céu so pra ela rsrs @angelicamorango @biaibelieve Nossa, eu tô em Sampa! Aqui n B Vista tá nubladim e meio frio...",0
'A policia civil do RJ por exemplo nao tem nem privada pra kaggar e essa capivara ta preocupada com bandido ',1
"RT @maathbz: Liguei pra minha mae tá um caos lá, meu pai deu facada no meu irmao minha irma fugiu tudo pq o Amor e Sexo ta abalando a famil _",0
O juiz abre nossa cidade para terroristas e outros que não querem nossos interesses. O _ https://t.co/tL74UdFmnb,1
"o video era um sapatao tocando siririca
https://t.co/b824kaMh0A",1
"A violência contra a mulher no Brasil é outra “gênia” que o país possui de maioria cristã, en _ https://t.co/ELJBzzBFVu",1
"#QuartaDetremuraSDV
Mas Deus era tão bom cmg. Porque ela é gorda e feia.",1
"A esta hora, os canais cabeludos Kd ??? https://t.co/tbK7HJl3Vv",1
"Com certeza, e neste em especial, ocorreram muitos acidentes, mortes, prostituição, relacionamentos rompidos,... https://t.co/dqUza4BR5E",0
Pq sapatao paga tanto pau pra kristen stewart???? Sinceramente acho ela bem sem gracinha,1
ok__diego eu acordei hoje,1
"Oi pessoal, aqui é a Marisa Lobo, preciso de sua ajuda, se inscreva no meu canal no YouTube! _ https://t.co/RnxdA0YDh9",0
"apareço para dizer que não importa se você é uma vadia, uma santa, gorda, magra, feia ou bonita, se eu amar essa pessoa eu vou colá-la",1
@xismaisxis eu acho que @dassblog não sabe muito sobre o Islão e os seus seguidores.,0
"RT @BolsonaroSP: DEPUTADAS DA BANCADA ""FEMINISTA"" TIRAM PROVEITO DO DIA INTERNACIONAL DAS MULHERES... https://t.co/nGVSWtlDtW",0
"Feliz dia da mulher
Quem nasce homem e pensa que é para mulher, seu lugar deveria ser um bebê seu dia é 1º de abril.
# Mulheres internacionais",1
Nem As própriAs candidatAs votam nelAs mesmAs: https://t.co/A0MTriB5R1 https://t.co/qMDbmCLrJH,0
"América-MG, olha oq o senhor fez, coelho safado https://t.co/nDazPNqhae",0
"#MinhaDorImporta ""Esses piercings são tipo"" sapoto """,1
fui na 25 de março hj e nossa gente como é difícil ser índio no brasil viu.... tem ate q vender pulserinha,1
'a bixaria da mortadela ta no desespero',0
"@SarahLSKarafiol São refugiados e eles podem tem o direito de não aceita-los, mesmo eu sendo contra essa ação da Hungria.",0
"a feminista pode até dar a alma dela no primeiro encontro, mas por favor  #usecamisinha , seja uma puta consciente!",0
"RT @FilhaDeEva_: ... Agora refugiados com uma ideologia e Cultura completamente INCOMPATÍVEIS com as nossas, aí não tem como mesmo!",1
Mas o Paul G não desiste pq? Nem Angola conquistou quer conquistar América ? ,0
"A era em que ""homens"" começam a usar cor de rosa https://t.co/3Cfl9aoHmO",1
"Os parâmetros das notas NotesLeNaZZo são complexos, em suma: Marilyn Matos 0, Monica Bellucci 10 e você só tira dos 5 bons ...",1
"Não há problema em a criança usar saia, mas por favor não diga que ele é hétero, brasileiro, não é nativo.
Quem usa saia é uma mulher!",1
Este Zivkovic é uma pequena maravilha,0
@ Killercookie77 Vejo sapatos fazendo isso e acho que adoro JA vindo para a entrevista para VC https://t.co/PdUGX4MB8Q,1
16 Reportagens de Notícias Falsas Relatadas Desde a Vitória de Trump' https://t.co/eAg8EwPZ7q https://t.co/EKP64KSUOC,0
'Vc  deve ser retardado  ',1
"Geração palavras machucam
Já me cansei disso
Ñ posso falar nada q o cara ofendido para d falar comigo
VÊ SE VIRA HOMEM RAPA,DEIXA D FRESCURA",0
"Grande otimismo para o futuro dos negócios e EMPREGOS nos EUA, com a DOW batendo seu 11º record. Grande corte de re _ https://t.co/SeKDMm7sjh",0
RT @viktortora: Intervenção de João Pais do Amaral https://t.co/iL7ozWmrwE,0
"Tenho que me preocupar com meu filho de 1 ano. Não com uma velha burra que tem um filho.
Me deixe em paz !!",1
"Serão necessários quase 40 anos-luz p/ chegar aos novos planetas descobertos pela NASA. Se 1 mês de luz já é uma fortuna, imaginem 40 anos!",0
"RT @OdeCarvalho: Já expliquei mil vezes: Não tenho nenhuma solução para os problemas nacionais, mas tenho algumas para você deixar de ser b _",0
"ELE NUNCA VAI VOLTAR DESSE JEITO...
VEM METEORO! https://t.co/7U0zOCm0u8",0
"RT @ perfectbody07: É muito difícil amar a si mesmo depois do primeiro ""gordo"", ""feio"".
É mais difícil se olhar no espelho, saber que você é ...
# a porta _",1
'Este homem negro e seu pai e mãe deram a ele quando ele era jovem',1
"RT @Marciariela: Os mais novos gostam de imitar aquilo vêem na televisão, pra mim não é uma boa ideia. https://t.co/XcRWNz2JgE",0
"A esquerda reclama das coisas inventadas pela própria esquerda:
Racismo, homofobia, machismo, nazismo, cultura de estupro e luta de classes.",1
"@Famel_Zundapp e a Famel, cabe na Quechua?",0
@ArantxaNome eu não tenho cachorro,0
"RT @alcoolinda: teresa: quero ir para o quintal
todos menos eu: * ignora *
teresa: é um lugar de fufas
todos: BORA! 1 !!!!",1
RT @dianafigueredoo: Cleo Pires tirou uma foto fumando maconha pq ela n tira tbm do exato momento onde conseguiu?,0
"A Europa está muito doente e obediente a esses programas maricas desagradáveis, é claro que será uma presa simples para o Islã _ https://t.co/BIAymMELN1",1
Os meninos estão me expondo no trabalho. Me chame de sapato. Ela merece isso.,1
Então você chega na escola cansado de trabalhar e andar de bicicleta e encontra uma coleção de sapatos que fala com o primeiro. Se a única coisa que o sapatão tem é um ex.,1
"‘É uma grande pena, mesmo pelo menos no norte ou no nordeste, que uma família que funciona bem não trabalhe com a ajuda de uma família para votar em um time’",1
EU IA E VOLTAVA VÁRIAS VEZES (COM TODO O RESPEITO) @Chris_Branco,0
'dl nem sei o que e melhor Nigeria ou venezeruela',0
paolabuzzone para este sapato i. Super indicação.,1
@abstrusivo heueheueheu eu fiquei achando que o branco era arroz tb mas não faço ideia (e olha que gosto de açaí),0
Bue fufas então siga insta pq wtf,1
"OLGA BENARIO
Vai toma no cu https://t.co/ux61TtGZLh",0
RT @AnapazBraulio: @AntonioGeovani4 Angola não wi,0
"- Nossa, mas feminismo necessário hoje em dia? 
: https://t.co/UVPYCewlCp",0
@ 5gu @caiquepala esse senso de erudição gordo,1
"RT @becsamorim: eu queria dedicar esse tweet à minha sapatonice
obrigada vida por ser sapatão
bjs",1
"Pior de tudo foi o Lula que colocou um padre acusado de pedofilia na pastoral do menor
É igual colocar o Aécio no DENARC",0
'PARE COM ESSE VEXAME GENTE DEIXA ESTE CARA DE LADO',0
"EDITORA CENTRAL GOSPEL : Famílias em Perigo – O que todos devem saber sobre Ideologia de Gênero
Por Marisa Lobo... https://t.co/ILBxWmf61V",0
'Para ele que tem varias aposentadorias nem vai sentir o corte   kkkkkkkkkkkk',0
"""Quese FODAesse FDP e quem gosta e o defende""",1
@LariInRIO @sanfs_ o meu ta assim tbm,0
RT @YagoBernardino: @humornegroo sorria tu ta sendo printado babaca!,0
"RT @GABRIELPlNHEIRO: Não existe extrema esquerda pra Globo 
Só extrema direita",0
RT @jairbolsonaro: Agora dizem que quero proibir vídeo game!!! Meu Deus! GAME OVER PARA MAIS UMA CALÚNIA. https://t.co/SsZXsgB3OT,0
'A PEC corta a carne do povo porque a dos politicos estao intactas os salarios deles aumentam regalias continuam desvios de dinheiro tambem continuam enquanto a lava jato nao detectar eles e por ai vai bem vindo ao Brasil e politicos farinha do mesmo saco onde todas as eleicoes o povo procuram eles para vender o voto e os politicos nao fazer o voto ficar optativo pois prejudicaria eles no que tange a se elegerem comprando votos e manipulando o povo sempre burro sem educacao saude e tudo que temos direito',0
CEO da Aetna: O Obamacare está no 'Espiral da Morte' #RepealAndReplace https://t.co/Wx4xxMsIY5 https://t.co/RO3tnc2Qde,0
"E agora, o @sosracismo não diz nada?
Basta! Urge um apoio às políticas defendidas pelo PNR para que isto acabe.
https://t.co/Ho18zPv2f4",0
RT @castellarinando: IGREJA Católica Está Em Plena Decadência Padre Júlio Lancellotti Acusado De Pedofilia Se Mete Em POLÍTICA e Ataca BOLS _,0
O mundo dos sapatos está mais conectado do que eu imaginava,1
@jotap_rios por que vc me segue,0
Que raiva por aquela mulher estúpida deu pontos como o rosto dela,1
"Finalmente um Presidente de jeito nos #USA! 
A esperança forte de que algo pode realmente começar a mudar. Força Tr _ https://t.co/Anyb5ecl6G",0
"Porque normalmente as fufas e os paneleiros são com... —_ Pára de criar estereótipos, isso é horrível https://t.co/E59rr5vJOh",1
"qnd vi o flamengo sem goleiro logo pensei ""putz prenderam o felipe também"" #GanhouoPiqueElisa #sailogo #SitiodoBrunao",0
"já tava na hora de acabar com esse ciência sem fronteira
um bando de pobre indo viajar pra europa no mesmo avião que eu?!????",0
'Esse modelo de Enem e enganar o povo que pensa que vai entra na faculdadeentra uns poucos o resto e tudo fraude',0
@taiornn @JOAQUINVOLTOTED PARA UM KWES CROL OUT UM POLÍTICO FAZ europeus cara a cara com refugiados que não sabem ou defendem!,1
"RT @ hezen10000: @DefesaHetero Viva a família tradicional, não a família artificial ...",1
O Sapato está todo conectado ?????,1
Não acredite na mídia (notícias falsas) convencional. A Casa Branca está indo MUITO BEM. EU herdei uma BAGUNÇA e es _ https://t.co/mRT3dEURv5,0
Ser essencial é algo andrógino. Cerveja é essencial!,1
"RT @blogdojefferson: Marcelo disse que se reuniu mais de 100 vezes com Dilma. E ela diz que ele ""insulta a minha honestidade"". Dilma insult _",0
Os memes da Nana Gouvêa tão me divertindo muito kkkkkkkk http://t.co/6WuQbtv2,0
"Pau no cu do evento, baixa o preço da gasolina seus fdp https://t.co/IicC2abLYu",0
"tenho q usar jaleco, calça branca, tênis branco, rede, máscara, luva .. e adivinha o que eu já tenho? NADA",0
"E depois reclamam da ""solidão da mulher negra"", sendo chata assim quero ver quem que namora esse traste https://t.co/dYZMUifyvL",1
Pessoas Ruivas e Onde Habitam,0
'O Vitor Nastari  voce esta e com a cabeca cheia kkkkkkkkk  imagine   kkkkkkkkkkkkkkkkkkkkkkkkkkkkk',0
RT @radbrancaemagra: EU NÃO SOU RACISTA EU JÁ DEI UNS BJ NUM NEGUINHO,0
E qual é o custo (social em particular) da invasão de migrantes? Isso não importa? https://t.co/Nruafrq4mB,1
@_Ioen imagino...  ow mandei fazer um body opressor pra Duda! hahahaha,0
'Os poderes estao  preocupados com bandidos  que tem de tudo que o cidadao onesto e renegado',0
'quanta gente raivosa que horror',0
' acabou  a mordomia dos comunistas  vao trabalhar  fora seus corruptos',0
"RT @imztiffany: Taeyeon - Dilma
- lider da nação
- tem muito hate 
- plastica
- sapatão
- apaixonada no aecio
- mãe de todos
- sua fav é s _",1
'Com estes recrutamentos cuidam-se das galinhas',1
Parabéns guerreira.... gritar de peito de fora no meio da rua nun país onde a mulher é livre é fácil..quero ver lut _ https://t.co/GQ5pPy4DiQ,0
"meu tio disse que quer mudar meu gosto musical..
ATREVA-SE",0
"@ gbila19 @satsld
Que você é kkk gordo
Luana
O
O
A aposta real é feia
O
10/10",1
'Mano na boa Valdeny as coisas nao funcionam que nem no seu mundinho nao',0
"# SerMulherÉ Suponha que você é ""normal"" e feia porque é gorda.",1
"Minha mãe queria que eu procurasse uma mulher no Facebook e descreveu:
Ela é baixa, gorda e tem uma cara muito feia. estou chorando",1
Porra!!! Que programa racista esse #Esquenta !!! Só tem negros! Não tem um dedicado a loiras!!!!! Sou discriminada!!!!!,1
"""Deus fez a mulher de uma costela, de um osso torto. Se você tentar endireitá-la, ela quebrará. Portanto, seja paciente com eles."" # Mulher real",1
"RT @ Elizaqueta1: Se Gear Kids Kissing Straight Pairs não é ""certo"", porque isso deveria acontecer _",1
"RT @eeobala: Mulher inteligente sabe segurar um homem na mão, mulher estúpida só pensa que tem mais em vdd, não tem nada",1
Parabéns!!!!Que o mundo copie e não permitam está insanidade. #TrumpEuApoio. _ https://t.co/NQf6uSIj8l,0
"Quando metes a tua namorada na ""friend zone"" para sempre https://t.co/3085lrQN4A",0
"@amndawilczek o cara me mandou tirar colar, relógio, make... só não mandaram tirar a foto de burca porque não tinha lá",0
RT @beckttx: @paolabuzzone por isso eu sou sapatao. super indico.,1
"Vou ter que compra tudo branco , já ate sei mais ou menos onde acho isso .",0
Fovas comemora o Dia da Mulher?,1
Kd as suvaqueiras peludas essas horas??? https://t.co/tbK7HJl3Vv,1
Quando expor seu ex no Facebook não é suficiente ... https://t.co/jSgiHNjhxW,1
# BBB17 Cruel Gorda Erro errado False AFF NOJO REAL https://t.co/xqO5rxtXm2,1
"Amigo, acredite em mim, você pode cortar o pau em defesa do feminismo, mas seu discurso feminista não vai garantir que você trepe hoje.",1
EH Q BURRA DIA DAS MULHERES E LEMBRE-SE,1
"Sem ruandismo, às vezes me diga uma vez",1
RT @direitafalando: Gott schuf adao und eva und non adao e ivo,1
RT @nostrendsbrasil: #BolsonaroReiDoMundo - Admiradores de @jairbolsonaro sobem tag em homenagem e apoio ao deputado. #NosTrendsBrasil http _,0
"RT @CookieDoKooK_: KOOK COM 1 BOLSA DO EXÉRCITO OUTRA SUPER TENDÊNCIA, TD GÓTICO,TÊNIS É BRANCO PQ ALÔ É CARO
#BTSWellComebackToCHILE http _",0
"Deus, quantas pessoas idiotas neste mundo pqp, uma mulher que tem esse pensamento vai passar a vida inteira lavando pratos p machão",1
Venha KKKKKKKKKKKKKK vai ser algo estúpido do que um homem que pensa que uma mulher tem que trocar seu sutiã todos os dias,1
RT @CusquicesFufas: Fufas trocam almas por pão fofo!,1
"RT @bentomarcela: o terceiro foi aquele que a gabriella não fez nada porque a gabriella é SAPATAO
puxar o fole da garota",1
"@dnoticiaspt 
+1 ""tolerante"" arrogante que se julga superior aos ""labregos"".
O teu sistema tem os dias contados. Ag _ https://t.co/Aq1zGqBFIr",0
"A MULHER É PERFEITA: LINDA, TRABALHADORA, DÁ PAULADA NAS FEMINISTA E NÃO TEM FEICEBUK. 
ACHO QUE VOU PEDI-LÁ EM CAS _ https://t.co/7BEgP3dEdP",1
"""A mulher deve ser lentamente decifrada, como o enigma que é: encanto a encanto."" #MulherDeVerdade",1
'KKKKKKKK COM UNS CARAS DESSES QUEM QUER JOGAR NO FUDINENSE ',1
"@ HelderRocha16ChagaLuccas Se não, eu vejo na TV como homossexuais morrem .. por puro ciúme de seu parceiro ..",1
Banir refugiados não é apenas cruel mas prejudicial economicamente. https://t.co/nviGRfgCjN,0
"@nyahler Uma pessoa com anorexia se considera gorda, mas é SLIM. você pode considerar por si mesmo o que quiser ... mas biologicamente apenas XX ou XY",1
Seria um prazer matar muçulmano.,1
RT @eviesramos: Eu amo a indústria brasileira de calçados https://t.co/zFYB8TgiA0,1
"A Gloria Alvarez arrebenta!
O discurso dela na CPAC 2016 foi sensacional! 
https://t.co/FVD2M4GBye",0
Se eu fosse o @pecesiqueira já tinha me jogado de cima de um prédio faz é tempo https://t.co/dhs5CVYSw7,0
"glaucio me deu feliz dia da mulher, respondi com ""pra vc tambem"" 
eu sou muito burra",1
@ch4mps toda a sociedade só tem a ganhar com isso,0
"Bem Os Paises Socialistas São Angola, Cuba, Venezuela e Coreia Do Norte @prof_igor_hist Quer Dizer Que Não São Ditaduras Militante Petista ?",0
como é bom achar dinheiro no bolso (dos otros),0
Vcs fufas são bue abusadas,1
"'MENOS UM, MAS VOCÊ TEM QUE QUEIMAR O SEU CORPO LOGO ANTES DE CHEGAR À PORTA DE NEM SABRE E ATÉ O POLÍTICO DO INFERNO'",1
Eu odeio o dia d rpm porque me sinto feio e gordo e as pessoas não me amam e eu nem me importo comigo a pior coisa é saber que esses são os dias de verdade,1
"@mvsmotta eu vivi o impeachment do Collor, meus pais me levavam em protesto hahahahahahah",0
"@FabisMorelli miga não tem livro de estudo sobre promoção, mulher é burra",1
RT @roxmo: Incitação ao estupro. Mas que país canalha. https://t.co/Nc8XlofGR9,1
Feminista é toda comida ruim,1
'So com conviccao nao se prende ninguem ',0
Não! Nasceu em 13.12.1978! #Acredite! Meu Apelido de infância: Maria Desastre RT @AlineBorel    tá pra nascer pessoa mais desastrada que eu.,0
@thiviecos @PastorMalafaia Você leu um monte de roquete grátis amigo. Não vi Cristo dizer que crianças de 6 anos podem mudar de gênero,1
